Title,Number,Abbreviation,AvgWorkloadRating,AvgDifficultyRating,AvgUtilityRating
Adv Topic Reaction Engineering,69700,CHE,0,0,0
Consensus Problem,69700,ECE,0,0,0
Surface Phenomenon III,69700,CHE,0,0,0
Polymer Sciences & Nanobioengr,69700,CHE,0,0,0
Res: Interface Engineering,69700,CHE,0,0,0
Doctoral Professional Development,69700,ABE,0,0,0
Seminar,69700,IE,0,0,0
Combustion Of Energetic Matls,69700,ME,0,0,0
Polymr Sci & Nanobioengr,69700,CHE,0,0,0
Signal Processing With Matlab,69700,ECE,0,0,0
Noise Study In Semiconductors,69700,ECE,0,0,0
Hydraulic Pwr Trains&Hybrd Sys,69700,ME,0,0,0
Comp Meth Nanoscl Ergy Tran,69700,ME,0,0,0
UTI Device,69700,ECE,0,0,0
Adv Topics In Radiation Damage,69700,NUCL,0,0,0
Hybrid sim: Theory to Practice,69700,ME,0,0,0
Design Of Thermoelectrics I,69700,CHE,0,0,0
PL Compilers Reading Group,69700,ECE,0,0,0
Materials Engr Fundamentals,69700,MSE,0,0,0
Machine Learning Algorithms,69700,ECE,0,0,0
Directed Readings In Acoustics,69700,ECE,0,0,0
Advanced Topics In Geodesy,69700,CE,0,0,0
Organosols/Hydrosols,69700,CHE,0,0,0
Dsgn Globl Sustain Electrnc II,69700,MSE,0,0,0
Fluid Mechanics,69700,CHE,0,0,0
Safety In CHE,69700,CHE,0,0,0
Image Processing,69700,ECE,0,0,0
Tem Prjcts GloblySustn Elctrns,69700,MSE,0,0,0
Interface Engr,69700,CHE,0,0,0
Detect Nuclear Nonproliferatn,69700,NUCL,0,0,0
Design Of Soft Materials I,69700,CHE,0,0,0
AlGaAs/GaAs Solar Cells,69700,ECE,0,0,0
Seismic Dsgn Steel Structures,69700,CE,0,0,0
Adv Transportation Systems,69700,CE,0,0,0
Advanced Mechanical Engineering Projects II,69700,ME,0,0,0
Sust Goal Stg&Achv Cnst Proj,69700,CE,0,0,0
Matls In Extreme Envirments,69700,MSE,0,0,0
Terrestrial Laser Scanning,69700,CE,0,0,0
Adv Heat Exchanger Models,69700,ME,0,0,0
Anaerobic Innovations,69700,CE,0,0,0
Model Based Imaging,69700,ECE,0,0,0
Pyrochemical Processing,69700,NUCL,0,0,0
Properties Of Human Hair,69700,ME,0,0,0
Catalysis & Reaction Engr,69700,CHE,0,0,0
Graduate Seminars,69700,ME,0,0,0
Design Of Soft Materials,69700,CHE,0,0,0
Directed Reading In Electrical Engineering,69700,ECE,0,0,0
Intelligent Systems,69700,ME,0,0,0
Bridge Engineering,69700,CE,0,0,0
Res: Interface Engr,69700,CHE,0,0,0
Theoretical Catalysis Calc,69700,CHE,0,0,0
Deep Neural Network,69700,ECE,0,0,0
Finite Element Method In Cem,69700,ECE,0,0,0
Nanoelectriconic Modeling,69700,ECE,0,0,0
Civil Engineering Projects,69700,CE,0,0,0
Finite Element Analysis In CHE,69700,CHE,0,0,0
Desgn Globl Sustain: Electrncs,69700,MSE,0,0,0
Separations,69700,CHE,0,0,0
Res In Synthetic Systems Tech,69700,CHE,0,0,0
Grad Engagement Service Lrn,69700,CE,0,0,0
Adv Topics In Nuclear Matls,69700,NUCL,0,0,0
Adv Tpc Reac Therm-Hyd,69700,NUCL,0,0,0
Catalysis&Reaction Engineering,69700,CHE,0,0,0
Wireless Communication: OFDM,69700,ECE,0,0,0
Metabolic Engineering,69700,CHE,0,0,0
"Texture, Micrstrct&Anistrophy",69700,MSE,0,0,0
Poly Sci & Nanobioengineering,69700,CHE,0,0,0
Embedded Systems Reading,69700,ECE,0,0,0
Time Freq Separation Analysis,69700,ECE,0,0,0
CIPAC Seminar,69700,CHE,0,0,0
Research Seminar,69700,CPB,0,0,0
Outdoor Sound Propagation,69700,ME,0,0,0
Catalysis/Surface Sci,69700,CHE,0,0,0
Intro To Computational Physics,69700,NUCL,0,0,0
Surface Phenomena II,69700,CHE,0,0,0
Mech Of Multi-Stable Matrls,69700,CE,0,0,0
Adv Mod For Catalysis Studies,69700,CHE,0,0,0
Catalysis And Reaction Eng,69700,CHE,0,0,0
Appl Of Sparsity In Comm,69700,ECE,0,0,0
Surface Chem/Catalysis,69700,CHE,0,0,0
Education Specialist Project-Research,69700,EDCI,0,0,0
Circuits Signals And Systems,69700,ECE,0,0,0
Advanced Data Adjustment,69700,CE,0,0,0
Combustion & Mat Syn,69700,CHE,0,0,0
Computl Mthd Nanoscale Energy,69700,ME,0,0,0
Visual Analytics Decision Mkng,69700,ECE,0,0,0
Surface Phenomena,69700,CHE,0,0,0
EdS Project-Research,69700,EDST,0,0,0
Polymer Sci & Nanobioengr,69700,CHE,0,0,0
Grad Professional Internship,69700,CHE,0,0,0
Catalysis And Spectroscopy,69700,CHE,0,0,0
Polymr Sci& Nanobioengineering,69700,CHE,0,0,0
Biotechnology,69700,CHE,0,0,0
Identity Management,69700,ECE,0,0,0
Benefits Of Smart Grid,69700,ECE,0,0,0
Vehicle Chrg & Fractal Ant App,69700,ECE,0,0,0
Exptl Study Of Aortic Aneurysm,69700,ME,0,0,0
Homotopy Theory,69700,MA,0,0,0
Readings In Artificial Intil,69700,ECE,0,0,0
Heterogeneous Catalysis,69700,CHE,0,0,0
RES: Interface Engineering,69700,CHE,0,0,0
Design Of Soft Materials II,69700,CHE,0,0,0
Process Systems Engr Sem,69700,CHE,0,0,0
Seminar,69700,ABE,0,0,0
Solar Collector Study,69700,CE,0,0,0
Solar Cell Research,69700,ECE,0,0,0
Optimization In ChE,69700,CHE,0,0,0
Micro/Nanofluidics,69700,ME,0,0,0
MFA Graduate Exhibition,69700,AD,0,0,0
Tps In Engr Design Science,69700,ME,0,0,0
Adv Rechargeable Batteries,69700,CHE,0,0,0
Int/Enrgy/Airflow Model Build,69700,CE,0,0,0
Visual Anly Decision Makng II,69700,ECE,0,0,0
Grad Writing Projects,69700,CE,0,0,0
Product Prototyping,69700,ME,0,0,0
Grad Professional Internship,69700,MSE,0,0,0
Design Of Thermoelectrics II,69700,CHE,0,0,0
Adv Topics In Transportation,69700,CE,0,0,0
Atom View Matls: Modl & Simul,69700,MSE,0,0,0
Design Of Soft Materials III,69700,CHE,0,0,0
Biomass Gasification,69700,ME,0,0,0
Topics In Topology,69700,MA,0,0,0
Comp Mthd Nanoscl Ergy Tran,69700,ME,0,0,0
BIPV/T Systems Modeling,69700,CE,0,0,0
CFAR Detection,69700,ECE,0,0,0
Advanced Pavement Design,69700,CE,0,0,0
Enrgy Policy&Nanotech Emr Econ,69700,NUCL,0,0,0
Special Topics In Chemical Engineering,69700,CHE,0,0,0
Wireless OFDM Communications,69700,ECE,0,0,0
Sustain Of Transpo Systems,69700,CE,0,0,0
Cooperative OFDM Communication,69700,ECE,0,0,0
Simulation Of Wind Turbines,69700,ME,0,0,0
Final Non-Thesis Paper,69700,CSR,0,0,0
Advanced Materials Engineering,69700,MSE,0,0,0
SAR Interferometry,69700,CE,0,0,0
Solar Cooling Study,69700,CE,0,0,0
Sys Approach To Const Markets,69700,CE,0,0,0
Approaches To Chem Eng Res,69700,CHE,0,0,0
Adv Tpcs Reaction Engr,69700,CHE,0,0,0
FPGA System Design,69700,ECE,0,0,0
Statistical Methods In CHE,69700,CHE,0,0,0
Process Systems Engr Seminar,69700,CHE,0,0,0
Adv Modeling Of PVM Drainage,69700,CE,0,0,0
Interdis Sustainability,69700,ME,0,0,0
MFA Terminal Project,69700,THTR,0,0,0
Biomedical Fluid Dynamics,69700,ME,0,0,0
Res Interface Engr,69700,CHE,0,0,0
Crystallization Systems In ChE,69700,CHE,0,0,0
Optimization Of Tablet Mfr,69700,CHE,0,0,0
Supervised University Teaching In Food Science,69700,FS,0,0,0
Comp Std Sustainable Energy,69700,ME,0,0,0
Education Specialist Project-Research,69700,EDPS,0,0,0
Finite Element Analysis In ChE,69700,CHE,0,0,0
Colloquium,69700,HDFS,0,0,0
Computational Fracture Mechcs,69700,ME,0,0,0
Research MS Thesis,69800,BCHM,0,0,0
Research MS Thesis,69800,STAT,0,0,0
Research MA Thesis,69800,FR,0,0,0
Research MS Thesis,69800,CNIT,0,0,0
Research MS Thesis,69800,HK,0,0,0
Research MS Thesis,69800,NUCL,0,0,0
Research MS Thesis,69800,BME,0,0,0
Research MS Thesis,69800,CDFS,0,0,0
Research MS Thesis,69800,AGRY,0,0,0
Research MA Thesis,69800,PHIL,0,0,0
Research MS Thesis,69800,HTM,0,0,0
Research MS Thesis,69800,FS,0,0,0
 Research MS Thesis,69800,ENTM,0,0,0
Research MS Thesis,69800,PHYS,0,0,0
Research MS Thesis,69800,MCMP,0,0,0
Research MS Thesis,69800,SLHS,0,0,0
Research MS Thesis,69800,CHE,0,0,0
Research MA Thesis,69800,GER,0,0,0
Research MS Thesis,69800,BIOL,0,0,0
Research MS Thesis,69800,HDFS,0,0,0
Research MS Thesis,69800,PSY,0,0,0
Research MS Thesis,69800,IE,0,0,0
Research MS Thesis,69800,EDPS,0,0,0
Research MS Thesis,69800,EEE,0,0,0
Research MS Thesis,69800,BTNY,0,0,0
Research MS Thesis,69800,CE,0,0,0
Research MS Thesis,69800,ECE,0,0,0
Research MA Thesis,69800,JPNS,0,0,0
Research MS Thesis,69800,BCM,0,0,0
Research MA Or MFA Thesis,69800,THTR,0,0,0
Research MS Thesis,69800,MET,0,0,0
Research MS Thesis,69800,ECET,0,0,0
Research MS Thesis,69800,ME,0,0,0
Research MS Thesis,69800,EAPS,0,0,0
Research MA Or MFA Thesis,69800,AD,0,0,0
Research MS Thesis,69800,BMS,0,0,0
Research MS Thesis,69800,CSR,0,0,0
Research MS Thesis,69800,ABE,0,0,0
Research MS Thesis,69800,CPB,0,0,0
Research MS Thesis,69800,CGT,0,0,0
Research MS Thesis,69800,HORT,0,0,0
Research MA Thesis,69800,LING,0,0,0
Research MA Or MS Thesis,69800,COM,0,0,0
Research MS Thesis,69800,ANTH,0,0,0
Research MS Thesis,69800,MSE,0,0,0
Research MS Thesis,69800,ANSC,0,0,0
Research MS Thesis,69800,NUTR,0,0,0
Research MS Thesis,69800,YDAE,0,0,0
Research MA Thesis,69800,POL,0,0,0
Research MA Thesis,69800,LC,0,0,0
Research MS Thesis,69800,FNR,0,0,0
Research MS Thesis,69800,FN,0,0,0
Research MS Thesis,69800,IT,0,0,0
Research MA Thesis,69800,FLL,0,0,0
Research MS Thesis,69800,AT,0,0,0
Research MS Thesis,69800,VCS,0,0,0
Research MS Thesis,69800,EAS,0,0,0
Research MS Thesis,69800,HSCI,0,0,0
Research MS Thesis,69800,CHM,0,0,0
Research MA Thesis,69800,SPAN,0,0,0
Research MS Thesis,69800,ENE,0,0,0
Research MS Thesis,69800,OLS,0,0,0
Research MS Thesis,69800,EDCI,0,0,0
Research MS Thesis,69800,PHPR,0,0,0
Research MS Thesis,69800,ASM,0,0,0
Research MS Thesis,69800,ENTM,0,0,0
Research MA Or MFA Thesis,69800,ENGL,0,0,0
Research MA Thesis,69800,HIST,0,0,0
Research MS Thesis,69800,AAE,0,0,0
Research MS Thesis,69800,CS,0,0,0
Research MS Thesis,69800,AGEC,0,0,0
Research PhD Thesis,69900,SPAN,0,0,0
Research PhD Thesis,69900,LC,0,0,0
Research PhD Thesis,69900,OBHR,0,0,0
Research PhD Thesis,69900,FNR,0,0,0
Research PhD Thesis,69900,CHM,0,0,0
Research PhD Thesis,69900,LING,0,0,0
Research PhD Thesis,69900,BCHM,0,0,0
Research PhD Thesis,69900,AMST,0,0,0
Research PhD Thesis,69900,STAT,0,0,0
Research PhD Thesis,69900,BTNY,0,0,0
Research PhD Thesis,69900,EDST,0,0,0
Research PhD Thesis,69900,PHYS,0,0,0
Research PhD Thesis,69900,MSE,0,0,0
Research PhD Thesis,69900,ABE,0,0,0
Research PhD Thesis,69900,ENE,0,0,0
Research PhD Thesis,69900,ME,0,0,0
Research PhD Thesis,69900,ENTM,0,0,0
Research PhD Thesis,69900,CS,0,0,0
Research PhD Thesis,69900,HSCI,0,0,0
Research PhD Thesis,69900,COM,0,0,0
Research PhD Thesis,69900,HDFS,0,0,0
Research PhD Thesis,69900,PHIL,0,0,0
Research PhD Thesis,69900,EEE,0,0,0
Research PhD Thesis,69900,HIST,0,0,0
Research PhD Thesis,69900,HORT,0,0,0
Research PhD Thesis,69900,CMPL,0,0,0
Research PhD Thesis,69900,AGEC,0,0,0
Research PhD Thesis,69900,SOC,0,0,0
Research PhD Thesis,69900,BIOL,0,0,0
Research PhD Thesis,69900,GRAD,0,0,0
Research PhD Thesis,69900,FR,0,0,0
Research PhD Thesis,69900,TECH,0,0,0
Research PhD Thesis,69900,CHE,0,0,0
Research PhD Thesis,69900,NUCL,0,0,0
Research PhD Thesis,69900,MCMP,0,0,0
Research PhD Thesis,69900,CDFS,0,0,0
Research PhD Thesis,69900,ENGL,0,0,0
Research PhD Thesis,69900,NUTR,0,0,0
Research PhD Thesis,69900,PHPR,0,0,0
Research PhD Thesis,69900,MGMT,0,0,0
Research PhD Thesis,69900,YDAE,0,0,0
Research PhD Thesis,69900,EDPS,0,0,0
Research PhD Thesis,69900,CE,0,0,0
Research PhD Thesis,69900,PSY,0,0,0
Research PhD Thesis,69900,GER,0,0,0
Research PhD Thesis,69900,FS,0,0,0
Research PhD Thesis,69900,IPPH,0,0,0
Research PhD Thesis,69900,CSR,0,0,0
Research PhD Thesis,69900,ECON,0,0,0
Research PhD Thesis,69900,ANTH,0,0,0
Research PhD Thesis,69900,EAS,0,0,0
Research PhD Thesis,69900,HK,0,0,0
Research PhD Thesis,69900,EAPS,0,0,0
Research PhD Thesis,69900,MA,0,0,0
Research PhD Thesis,69900,ECE,0,0,0
Research PhD Thesis,69900,ANSC,0,0,0
Research PhD Thesis,69900,FLL,0,0,0
Research PhD Thesis,69900,HTM,0,0,0
Research PhD Thesis,69900,EDCI,0,0,0
Research PhD Thesis,69900,IE,0,0,0
Research PhD Thesis,69900,BME,0,0,0
Research PhD Thesis,69900,VCS,0,0,0
Research PhD Thesis,69900,AAE,0,0,0
Research PhD Thesis,69900,FN,0,0,0
Research PhD Thesis,69900,SLHS,0,0,0
Research PhD Thesis,69900,AGRY,0,0,0
Research PhD Thesis,69900,BMS,0,0,0
Research PhD Thesis,69900,CPB,0,0,0
Research PhD Thesis,69900,POL,0,0,0
Veterinary Medicine International Externships,80000,SA,0,0,0
Comparative Anatomy I,80100,BMS,0,0,0
"Behavior, Husbandry, And Diagnostic Techniques I",80100,VCS,0,0,0
"Behavior, Husbandry, And Diagnostic Techniques II",80200,VCS,0,0,0
Comparative Anatomy II,80200,BMS,0,0,0
Topographical Anatomy Of The Dog And Cat,80300,BMS,0,0,0
"Behavior, Husbandry, And Diagnostic Techniques III",80300,VCS,0,0,0
Topographical Anatomy Of The Horse,80400,BMS,0,0,0
Behavior In Domestic Animals,80400,VCS,0,0,0
Topographical Anatomy Of Production Animals,80500,BMS,0,0,0
Small Animal Behavioral Therapy,80500,VCS,0,0,0
Clinical Anatomy Of Exotic Pets,80600,BMS,0,0,0
Small Animal Medicine And Surgery I,80600,VCS,0,0,0
Small Animal Clinical Nutrition,80616,VCS,0,0,0
Principles Of Cell And Tissue Design I,80700,BMS,0,0,0
Principles Of Cell And Tissue Design II,80800,BMS,0,0,0
Equine Medicine And Surgery,80800,VCS,0,0,0
International Veterinary Medicine,80900,VM,0,0,0
Ruminant Medicine And Surgery,80900,VCS,0,0,0
Swine Production Medicine,81000,VCS,0,0,0
Veterinary Externship,81000,VM,0,0,0
International Externship,81001,VM,0,0,0
International Veterinary Medicine- Directed Experience,81003,VM,0,0,0
Systemic Mammalian Physiology I,81100,BMS,0,0,0
General Surgery Laboratory,81100,VCS,0,0,0
Systemic Mammalian Physiology II,81200,BMS,0,0,0
"Principles Of Anesthesia, Surgery, And Emergency Medicine",81200,VCS,0,0,0
Diagnostic Imaging,81300,VCS,0,0,0
Principles Of Pharmacology,81300,BMS,0,0,0
Comparative Theriogenology,81400,VCS,0,0,0
Basic And Applied Pharmacology I,81400,BMS,0,0,0
Veterinary Neuroscience,81500,BMS,0,0,0
Ophthalmology,81500,VCS,0,0,0
Applied Small Animal Toxicology,81600,CPB,0,0,0
Achieving Success In Private Practice,81700,VCS,0,0,0
Basic And Applied Pharmacology II And Principles Of Toxicology,81800,BMS,0,0,0
Applied Large Animal Toxicology,81800,CPB,0,0,0
Endocrine And Neural Basis Of Seasonal Activities Of Birds And Mammals In The Wild,81900,BMS,0,0,0
Applications And Integrations I,82000,VM,0,0,0
Professional Program Laboratory I,82000,PHRM,0,0,0
Professional Program Laboratory II,82100,PHRM,0,0,0
Pharmacy Skills And Patient Counseling,82200,PHRM,0,0,0
Principles Of Pathophysiology And Drug Action,82400,PHRM,0,0,0
Grand Rounds,82500,VM,0,0,0
Integrated Pharmacotherapy I,82500,PHRM,0,0,0
Introduction To Patient Centered Care,82600,PHRM,0,0,0
Small Animal Imaging,82700,VCS,0,0,0
Public Health Pharmacy,82700,PHRM,0,0,0
Dosage Forms I,82800,PHRM,0,0,0
Dosage Forms II,82900,PHRM,0,0,0
Equine Imaging,82900,VCS,0,0,0
Applications And Integrations II,83000,VM,0,0,0
Introduction To Pharmacy Law And Ethics,83000,PHRM,0,0,0
Health Care Systems,83100,PHRM,0,0,0
Principles Of Diagnosis Labs And Monitoring,83200,PHRM,0,0,0
Pharmaceutical Calculations,83400,PHRM,0,0,0
Biochemistry For Pharmaceutical Sciences II,83600,PHRM,0,0,0
Beef Production Medicine,83901,VCS,0,0,0
Use And Care Of Laboratory Animals,84000,CPB,0,0,0
Professional Program Laboratory III,84000,PHRM,0,0,0
Applications And Integrations III,84000,VM,0,0,0
Professional Program Laboratory IV,84100,PHRM,0,0,0
Advanced Ophthalmology,84101,VCS,0,0,0
Community Pharmacy IPPE,84200,PHRM,0,0,0
Successful Practice Skills,84300,VCS,0,0,0
Integrated Pharmacotherapy II,84400,PHRM,0,0,0
Client Communications - Companion Animal Practice,84400,VCS,0,0,0
Integrated Pharmacotherapy III,84500,PHRM,0,0,0
Small Animal Medicine Laboratory,84500,VCS,0,0,0
Advanced Small Animal Medicine,84600,VCS,0,0,0
Principles Of Pharmacokinetics,84600,PHRM,0,0,0
Principles Of Pharmacogenomics,84700,PHRM,0,0,0
Principles Of Drug Information And Literature Evaluation,84800,PHRM,0,0,0
Population Health Management,84900,PHRM,0,0,0
Immunization Certification,85000,PHRM,0,0,0
Applications and Integrations IV,85000,VM,0,0,0
General Pathology,85100,CPB,0,0,0
Veterinary Parasitology I,85201,CPB,0,0,0
Veterinary Parasitology II,85202,CPB,0,0,0
Veterinary Parasitology,85203,CPB,0,0,0
Principles Of Veterinary Immunology,85300,CPB,0,0,0
Principles Of Epidemiology,85400,CPB,0,0,0
Veterinary Hematology And Cytology,85500,CPB,0,0,0
Veterinary Bacteriology And Mycology,85602,CPB,0,0,0
Veterinary Systemic Pathobiology,85700,CPB,0,0,0
Early Origins Of Veterinary Medicine Seminar,86000,VM,0,0,0
Veterinary Virology,86000,CPB,0,0,0
Professional Program Laboratory V,86000,PHRM,0,0,0
Small Animal Emergency And Critical Care II,86002,VCS,0,0,0
Veterinary Clinical Chemistry,86100,CPB,0,0,0
Professional Program Laboratory VI,86100,PHRM,0,0,0
Clinical Epidemiology For Companion Animals,86200,CPB,0,0,0
Institutional Pharmacy Introductory Pharmacy Practice Experience,86200,PHRM,0,0,0
Shelter Medicine And Surgery,86203,VCS,0,0,0
Marketing Professional Services,86300,PHAD,0,0,0
Epidemiology For Livestock Production,86300,CPB,0,0,0
Integrated Pharmacotherapy IV,86400,PHRM,0,0,0
Dermatology/Behavior,86400,VCS,0,0,0
"History Of Veterinary Medicine From Marshals, Horse Doctors, Cow Leeches, The First Schools Of VM",86500,VM,0,0,0
Integrated Pharmacotherapy V,86500,PHRM,0,0,0
"Pathogenic Bacteria, Viruses, Mayhew, Darwin, And Mendel",86600,VM,0,0,0
Introduction To The Advanced Pharmacy Practice Experience,86600,CLPH,0,0,0
Biotech/Advanced Parenteral Dosage Forms,86600,PHRM,0,0,0
Introduction To The Advanced Pharmacy Practice Experience,86700,PHRM,0,0,0
Principles Of Drug Information And Literature Evaluation,86700,CLPH,0,0,0
Veterinary Medicine Comes Of Age,86700,VM,0,0,0
Patient Safety And Informatics,86800,PHRM,0,0,0
Practice Management And Marketing Of Professional Services,86900,PHRM,0,0,0
Veterinary Public Health And Zoonoses,86900,CPB,0,0,0
History Of Veterinary Medicine From The Ancient Greeks Through The Renaissance Seminar,87000,VM,0,0,0
Health Policy Applications,87000,PHRM,0,0,0
Diagnostic Veterinary Cytology,87000,CPB,0,0,0
Jurisprudence,87100,PHRM,0,0,0
Pathophysiology And Therapeutics II,87200,CLPH,0,0,0
Pathophysiology And Therapeutics III,87300,CLPH,0,0,0
Biopharmaceutics And Pharmacokinetics II,87500,IPPH,0,0,0
Advanced Pharmacy Practice Experience,88000,PHRM,0,0,0
Public Health,88300,CPB,0,0,0
Exotic Animal Medicine,89000,VM,0,0,0
Zoo And Aquarium Medicine,89000,VM,0,0,0
Advanced Cardiology,89000,VM,0,0,0
Veterinary Practice,89000,VM,0,0,0
Veterinary Clinic Experience,89000,VM,0,0,0
ECC Practicum,89000,VM,0,0,0
Spanish For Veterinarian,89000,VM,0,0,0
Exotic Pet Med & Surgery,89000,VM,0,0,0
Avian And Exotic Clinic,89000,VM,0,0,0
Equine Independent Study,89000,VM,0,0,0
Advanced Neurology,89000,VM,0,0,0
Avian Medicine,89000,VM,0,0,0
Banfield Summer Practicum,89000,VM,0,0,0
Indep Path/Bacti,89000,VM,0,0,0
Adv Bovine Therio III,89000,VM,0,0,0
Avian Exotic Animal Clinic,89000,VM,0,0,0
Pre-Clinical Pract In Vet Med,89000,VM,0,0,0
Topics In Veterinary Medicine,89000,VM,0,0,0
Veterinary Parasitology II,89000,VM,0,0,0
Dairy Palpation,89100,VM,0,0,0
Exotic Animal,89100,VM,0,0,0
Zoo Medicine Columbus,89100,VM,0,0,0
"Lambing,Calving, Feedlot GPVEC",89100,VM,0,0,0
Bovine Palpation,89100,VM,0,0,0
Feedlot Prod Med,89100,VM,0,0,0
Newport Labs Prod Animl Hlth,89100,VM,0,0,0
Equine Reproduction & Podiatry,89100,VM,0,0,0
Beef Production And Handling,89100,VM,0,0,0
Bovine Prod & Surgery,89100,VM,0,0,0
Bovine Embroyo Transfer,89100,VM,0,0,0
Special Topics In Veterinary Medicine Arranged,89100,VM,0,0,0
Poultry Health,89100,VM,0,0,0
Wildlife Rehabilitation Med,89100,VM,0,0,0
Cattle Empire LLC,89100,VM,0,0,0
Mixer Equine Services,89100,VM,0,0,0
Exotic Pet Medicine,89100,VM,0,0,0
Veterin Dentistry Oral Surgery,89100,VM,0,0,0
Small Animal Theriogenology,89100,VM,0,0,0
Bovine Male Reproduct& Perform,89100,VM,0,0,0
Bovine Repro Ultrasonography,89100,VM,0,0,0
Vet Bio Prod & Diag Testing,89100,VM,0,0,0
Exotic Med & Sx,89100,VM,0,0,0
USDA Public Health,89100,VM,0,0,0
Consulting & Practice Mgmt,89100,VM,0,0,0
Integrative Med,89100,VM,0,0,0
Swine Production Med,89100,VM,0,0,0
Small Ruminant Theriogenology,89100,VM,0,0,0
Wildlife Ani Med,89100,VM,0,0,0
Dairy Medicine,89100,VM,0,0,0
Equine Race Track Sports Med,89100,VM,0,0,0
Mobile EQ Clinic Shw Sport Med,89100,VM,0,0,0
Indy Humane Society,89100,VM,0,0,0
Humane Society Of Indianapolis,89100,VM,0,0,0
Bovine Obsetrics,89100,VM,0,0,0
Zoo Wildlife Aquantic,89100,VM,0,0,0
Lab Animal Johns Hopkins,89100,VM,0,0,0
Dentistry,89100,VM,0,0,0
Avian Research,89100,VM,0,0,0
Army Tennesse Valley Vet Cmd,89100,VM,0,0,0
Primate Med,89100,VM,0,0,0
Equine Lameness,89100,VM,0,0,0
Wildlife Med & Surgery,89100,VM,0,0,0
Regulator Med In BOAH,89100,VM,0,0,0
CDC Epidemiology II,89100,VM,0,0,0
Zoo Pathology,89100,VM,0,0,0
Shelter Med,89100,VM,0,0,0
Vet Physical Rehabilitation,89100,VM,0,0,0
Equine Theriogenology,89100,VM,0,0,0
CDC Epidemiology,89100,VM,0,0,0
Embryo Transfer,89100,VM,0,0,0
Bovine Therio Prod  &Surgery,89100,VM,0,0,0
Palpation Diary Practice,89100,VM,0,0,0
Dairy Medicine Palpation,89100,VM,0,0,0
Wildlife & Conservation Med,89100,VM,0,0,0
Wildlife Medicine And Surgery,89100,VM,0,0,0
Palpation Mill Creek,89100,VM,0,0,0
Bovine Palpation Reproduction,89100,VM,0,0,0
Alternative Med,89100,VM,0,0,0
Avian & Exotic Med,89100,VM,0,0,0
Omahas Henry Doorly Zoo Aqua,89100,VM,0,0,0
Dvlp Laparoscopic Techniques,89100,VM,0,0,0
Advanced Dairy Nutrition,89100,VM,0,0,0
Avian Veterianry Medicine,89100,VM,0,0,0
Humane Soc Indy Shelter Med,89100,VM,0,0,0
 Clinical Laboratory Animal,89100,VM,0,0,0
Bovine OB&Bull Fert Broken Bow,89100,VM,0,0,0
Shelter Medicine,89100,VM,0,0,0
Bovine& Sm Ruminat Embry Trans,89100,VM,0,0,0
Exotic Ani Med,89100,VM,0,0,0
Alpaca Theriogenology,89100,VM,0,0,0
Bovine Therio&Embryo Transfer,89100,VM,0,0,0
"USDA, APHIS, VS",89100,VM,0,0,0
Natl Primate Research Center,89100,VM,0,0,0
Veterinary Dentistry,89100,VM,0,0,0
Avian And Exotic Medicine,89100,VM,0,0,0
Oklahoma City Equine Center,89100,VM,0,0,0
Marathon Veterinary Hospital,89100,VM,0,0,0
Aquatic Veterinary Medicine,89100,VM,0,0,0
Prim Breeding Tech Service,89100,VM,0,0,0
Bovine Small Embryo Transfer,89100,VM,0,0,0
Dairy Paplation & Reproduction,89100,VM,0,0,0
Indiana Board Of Animal Health,89100,VM,0,0,0
Dairy Production & Palpation,89100,VM,0,0,0
Sm Ruminant Med Teriogenology,89100,VM,0,0,0
Camelid Study,89100,VM,0,0,0
Exotic Pet Vet Medicinae,89100,VM,0,0,0
Lab Animal,89100,VM,0,0,0
CDC Epidemiology I,89100,VM,0,0,0
Epidemiology San Diego Zoo,89100,VM,0,0,0
Exotic Pet & Wildlife Med,89100,VM,0,0,0
Equine Therapeutics,89100,VM,0,0,0
Equine Sports Medicine,89100,VM,0,0,0
St Louis Zoo Inst Consv Med,89100,VM,0,0,0
Avian And Exotic Vet Med,89100,VM,0,0,0
Small Ruminant Reproduction,89100,VM,0,0,0
Camelid Production,89100,VM,0,0,0
