Title,Number,Subject/Abbreviation
Medical Diagnostic Imaging,59900,NUR
Methods In Longitudal Data,59900,NUR
DNP Project Research,59900,NUR
Adv Quant Methods Human Resear,59900,NUR
Masters Capstone,59900,NUR
Investigation Of Teambased Lrn,59900,NUR
AGNP Clinical Apss IN Pharm,59900,NUR
Special Assignments,59900,CHM
Academic Language And Content Area Learning,59900,ENGL
Adv Pathophys II,59900,NUR
App Of Clinical Concepts,59900,NUR
Project Management,59900,NUR
Pediatric Rural Healthcare,59900,NUR
Health Policy,59900,NUR
Pro Dev For Adv Practice Nurse,59900,NUR
Concept Analysis,59900,NUR
Pathophysiology,59900,NUR
Integrative Rev Clinical Proj,59900,NUR
Research Methods Question,59900,NUR
Preceptor Motivation,59900,NUR
Nursing Informatics,59900,NUR
DNP Research,59900,NUR
Clinical Apps Pathophys,59900,NUR
Gender & Sexuality In Sport,59900,WGSS
Metabolomics Internship,59900,CHM
Selected Topics In Women's Gender And Sexuality Studies,59900,WGSS
Quant Apprches To Human Assess,59900,NUR
Pathophys Ind Study,59900,NUR
MS Research,59900,NUR
Cancer Screening Data Analysis,59900,NUR
Girl/Girlhood Studies,59900,WGSS
DNP Hypertension Research II,59900,NUR
DNP Hypertension Research,59900,NUR
Pathophysiology Case Study,59900,NUR
Case Study Simulation For APN,59900,NUR
Healthcare Economics & Finance,59900,NUR
Dementia Care,59900,NUR
Healthy Community,59900,NUR
Visualizing Cells & Molecules,59900,CHM
Pol Capturing/Judg Analysis,59900,NUR
Quantitative Physiology,59900,BIOL
Diagnostic Reasoning,59900,NUR
Special Topics/Independent Study In Nursing,59900,NUR
Energy Drink Research,59900,NUR
Motivational Interviewing HF,59900,NUR
Imprv Pain Assessm& Mgmt Geri,59900,NUR
Selected Topics In WGSS,59900,WGSS
MS Capstone Clinical Article,59900,NUR
Transforming Primary Care,59900,NUR
Independent Study,59900,NUR
Culture Of LTC In China,59900,NUR
Water Supply In Dev Countries,59900,NUR
Advanced Health Assessment,59900,NUR
Pathophysiology Case Studies,59900,NUR
Infant Safe Sleep Intervention,59900,NUR
Prin Of Epidemiology,59900,NUR
Bad Mothers In Am Lit,59900,WGSS
Applied Gerontology II,59900,NUR
Research,59900,NUR
Minority Pre Emersion Prog,59900,NUR
Siblings Of Children W Cancer,59900,NUR
Palliative Care Adult Oncology,59900,NUR
Quant Apprchs Human Asmnt,59900,NUR
Feminist Methodologies,59900,WGSS
Foundations Of Human Communication Inquiry I,60000,COM
Experimental Teaching Mthd,60000,HK
Trng Manual Div One Basbll Tm,60000,HK
Random Variables And Signals,60000,ECE
Statistical Inference,60000,PSY
Case Study AIAS,60000,HK
NFL Media Violence,60000,HK
Attritn Retntn Hlth Care Profs,60000,HK
Comottio Retinae A Case Study,60000,HK
Project In Rowing Performance,60000,HK
History Of Creation Of ACSM,60000,HK
Mentoring For Combined Degree (MD/PhD) Students in BME,60000,BME
Agricultural Finance,60000,AGEC
Teaching Economics,60000,ECON
Special Test Visual Edit,60000,HK
Athlete Recruiting Practices,60000,HK
Body Comp Change Collge Stdnt,60000,HK
Sports Affinity Project,60000,HK
Imp In Vs Out State Yrs NFL,60000,HK
Strss Burnout Hlthcare Profess,60000,HK
Title IX Women In Athletics,60000,HK
Counseling Theories And Techniques,60000,EDPS
Bullying In A Summer Day Camp,60000,HK
Prof Licensing Feasibility,60000,HK
Future Of The NCAA,60000,HK
Bioenergetics,60000,BIOL
Individual Study,60000,HK
Leadership Theory In Sport,60000,HK
Retail Marketing Internship I,60000,HK
Intnl Football Spectatorship,60000,HK
Bicycle Path Rsrch And Design,60000,HK
Special Problems In Pathology,60000,CPB
Women In Sport Pre Title IX,60000,HK
Development Of Sociological Theory,60000,SOC
Accounting For Managers,60000,MGMT
End Of Life Healthcare,60000,HK
Leadershp In Athletic Training,60000,HK
Individual Research And Study,60000,HK
Athletic Acad Support Svc Proj,60000,HK
Introduction To Research In Consumer Sciences And Retailing,60000,CSR
Elderly Fitness Resources,60000,HK
Painting,60000,AD
Chicago Black Renaissance,60000,EDST
Bullying Summer Camp Project I,60000,HK
Calculus Of Kinesiology,60000,HK
Campus Cycling Advocacy,60000,HK
Storytelling In Sport,60000,HK
Graduate Student Orientation,60000,ENTM
Sa Acad Ath Perceptions,60000,HK
Coaching Philosophies,60000,HK
Genomics,60000,AGRY
Coaching In Rowing,60000,HK
Methods Of Theoretical Physics I,60000,PHYS
Prof Licensing Pragmatics,60000,HK
Collegiate Spectatorship,60000,HK
Lit Rev In AT & Othr Prof Prog,60000,HK
McArdles Disease,60000,HK
Bdy Cmp Cmpar Clg Ath Clg Stnt,60000,HK
Appl Ex Phys Res Transl,60000,HK
NCAA Compliance,60000,HK
Martial Art Youth Progrm Dev,60000,HK
Contemp Issues Higher Educatn,60000,EDST
Sports Media,60000,HK
Adv Res Mthds In Kinesiology,60000,HK
Comm Dis In Homeland Sec,60000,HK
Prof Licensing History,60000,HK
PUR ICA Compliance Manual,60000,HK
Block Periodization In Rowing,60000,HK
Tech App Sprt Perfm Prof Ftbll,60000,HK
Legal Challenges Of NCAA,60000,HK
TM And Licensing,60000,HK
Political Science: Discipline And Profession,60000,POL
Lead On Eval Proj,60000,HK
Methods Of Theoretical Physics II,60100,PHYS
Teaching Literature At The College Level,60100,ENGL
Hist Autobiographies/Memoirs,60100,HIST
First Course To Establish Reading Knowledge,60100,LATN
HK PhD Seminar,60100,HK
Problems In Early Modrn Europe,60100,HIST
MFA Orientation,60100,AD
Early Modern England,60100,HIST
Research Seminar In Technology,60100,TECH
European Expansion 1450-1800,60100,HIST
Modern Imperialism,60100,HIST
Counseling Theories And Techniques Laboratory,60100,EDPS
Introduction To American Studies,60100,AMST
Advanced Child Development,60100,HDFS
The Radical 1970s,60100,HIST
Advanced Veterinary Clinical Pathology,60100,CPB
Special Topics In Ancient Philosophy,60100,PHIL
First Course To Establish Reading Knowledge,60100,GER
Atlantic World 1550 - 1800,60100,HIST
Mod Euro Imperialism,60100,HIST
Adv Vet Clin Path 4-6 cr,60100,CPB
First Course To Establish Reading Knowledge,60100,FR
Correlation And Experimental Design,60100,PSY
PULSe Scientific Communications,60100,GRAD
"Spain, Europe & The World",60100,HIST
Beyond Borders,60100,HIST
Comparative Gender History,60100,HIST
Managerial Accounting,60100,MGMT
Critical Analysis Of Biochemical Research Literature I,60100,BCHM
Planning And Presenting Plant Science Research,60100,HORT
Foundations Of Human Communication Inquiry II,60100,COM
Indepndnt Stdy Clin Med/Surg,60200,VCS
Life-writing Narratives,60200,HIST
Ophthalmic Microsurgery,60200,VCS
Insect Biology,60200,ENTM
Diagnostic Imagine,60200,VCS
Seminar In Technology And Society,60200,TECH
Independent Study,60200,VCS
Principles Of Pharmacology,60200,BMS
Probs Clin Med Surg,60200,VCS
Tpcs Clinic& Translational Res,60200,VCS
Minimally Invasive Surgery,60200,VCS
Advanced Family Studies,60200,CDFS
Seminar: The School Principalship,60200,EDST
Problems In Clinical Medicine And Surgery,60200,VCS
Comparative Anatomy,60200,BMS
Contemporary Sociological Theories,60200,SOC
Topics In Radiation Oncology,60200,VCS
Vet Hematoloy & Cytology,60200,VCS
Preparation And Procedures For Policy Analysis,60200,AGEC
Lumped System Theory,60200,ECE
Basic & Applied Pharmacology,60200,BMS
Clinical Behav Cases In Review,60200,VCS
Principles Cell& Tissue Dsgn I,60200,BMS
Current Topics In Ansthesia,60200,VCS
Effectv& Opportunistic Writing,60200,VCS
Comparative Anatomy II,60200,BMS
Dairy Production Medicine,60200,VCS
Horticulture Research Seminar,60200,HORT
Preparing For Career In Rsrch,60200,BMS
Bovine Therio,60200,VCS
Radical 1970s Research,60200,HIST
Clinical Behavior Cases Review,60200,VCS
Research Topics And Methods Seminar,60200,HTM
Advanced Veterinary Anatomic Pathology,60200,CPB
Narratives In Internatnl Hist,60200,HIST
Special Topics In BMS,60200,BMS
Princpls Cell& Tissue Desgn II,60200,BMS
Problems In Rad Onco,60200,VCS
Principles Of Neuroanatomy,60200,BMS
Contemporary Issues In American Studies,60200,AMST
Advanced Family Studies,60200,HDFS
Special Topics In Basic Medical Sciences,60200,BMS
Problems In Anesthesia,60200,VCS
Cellular Neurobiology,60200,BIOL
Comparative Anatomy I,60200,BMS
Critical Analysis Of Biochemical Research Literature II,60200,BCHM
Behavior In Domestic Animals,60200,VCS
HK PhD Seminar II,60200,HK
Polit Cult Early Mod England,60200,HIST
Prin Of Cell & Tissue Dsgn II,60200,BMS
Small Animal Behavior Therapy,60200,VCS
Valuation And Financial Statement Analysis,60200,MGMT
Ruminant Medicine & Surgery,60200,VCS
Oncology Book Club,60200,VCS
Methods Of Theoretical Physics IIIA,60200,PHYS
"Insect Molecular Genetics, Systematics, And Phylogeny",60300,ENTM
Methods Of Theoretical Physics IIIB,60300,PHYS
Grad Tchg Pract: Parasitology,60300,CPB
Grad Teaching Pract: Pathology,60300,CPB
Graduate Teaching Practicum,60300,CPB
Grad Tchg Pract: Bacteriology,60300,CPB
"Introduction To Clinical Research, Trials and Translational Research",60300,VCS
Grad Teaching Pract Avian Path,60300,CPB
American Studies Interdisciplinary Project,60300,AMST
Second Course To Establish Reading Knowledge,60300,GER
Second Course To Establish Reading Knowledge,60300,SPAN
Theory In Art Seminar,60300,AD
Introduction To Graduate Research In Biochemistry I,60300,BCHM
Grants And Grantsmanship,60300,HORT
Psychopharmacology,60300,PSY
Social Studies In The Elementary School,60400,EDCI
Animal Models In Translational Research,60400,VCS
Introduction To Graduate Research In Biochemistry II,60400,BCHM
Introduction To Inquiry In Second Language Studies,60400,ENGL
Advanced Counseling Theories And Techniques,60400,EDPS
Fundamentals Of Applied Welfare Economics,60400,AGEC
Neoplastic Diseases Of Animals,60400,CPB
Electromagnetic Field Theory,60400,ECE
Safety In The Chemistry Laboratory,60500,CHM
Convection Of Heat And Mass,60500,ME
Problems In Industrial Design,60500,AD
Research Methods I,60500,OBHR
Applied Multivariate Analysis,60500,PSY
Seminar In Family And The Life Course,60500,HDFS
Signal Processing For Hearing And Speech Sciences,60500,SLHS
Advanced Plant Breeding,60500,AGRY
Second Course To Establish Reading Knowledge,60500,LATN
Diagnosis Of Plant Diseases,60500,BTNY
Molecular Ecology And Evolution,60500,FNR
Pathology Of Avian Diseases,60500,CPB
Second Course To Establish Reading Knowledge,60500,SPAN
Research Design And Methods,60500,POL
Computers In Language And Rhetoric,60500,ENGL
Agricultural Price Analysis,60500,AGEC
Seminar In Ethnographic Analysis,60500,ANTH
Second Course To Establish Reading Knowledge,60500,GER
Pedagogical Methods For Physics Graduate Students,60500,PHYS
Teaching Science,60500,EDCI
Nutritional Biochemistry And Physiology I,60500,NUTR
Macromolecules,60501,BCHM
Special Topics In Quantitative Psychology,60600,PSY
Solid State Devices,60600,ECE
Seminar In Poetry Writing,60600,ENGL
Explrng Models Ltd Depndnt Var,60600,POL
Structural Equation Modeling,60600,PSY
Seminar In External Reporting I,60600,MGMT
Intensive Repeated Measures,60600,PSY
Radiation Heat Transfer,60600,ME
Microeconomics I,60600,ECON
Human Problem Solving,60600,PSY
Nutritional Biochemistry And Physiology II,60600,NUTR
The Conduct Of Anthropological Inquiry,60600,ANTH
Nutritional Biochemistry And Physiology II,60600,FN
Research Practicum,60600,OBHR
Contextuality Across Sciences,60600,PSY
Problems In Visual Design,60600,AD
Maximum Likelihood Estimation,60600,POL
Microeconomics II,60700,ECON
Administration Of Educational Systems,60700,EDST
Craft And Theory Of Poetry,60700,ENGL
Craft Of Poetry,60700,ENGL
Craft Of Fiction,60700,ENGL
Pathology Of Laboratory Animal Diseases,60700,CPB
Graduate Seminar In Photography And Related Media,60700,AD
Nutritional Biochemistry And Physiology III,60700,FN
Nutritional Biochemistry And Physiology III,60700,NUTR
Variational Principles Of Mechanics,60700,AAE
Craft And Theory Of Fiction,60700,ENGL
Scaling And Measurement,60700,PSY
Seminar in Internal Accounting,60700,MGMT
Computational Models And Methods,60800,ECE
Business Management In Education,60800,EDST
Macroeconomic Theory I,60800,ECON
"Numerical Methods In Heat, Mass, And Momentum Transfer",60800,ME
Benefit-Cost Analysis,60800,AGEC
Advanced Typography,60800,AD
Selected Research Topics In Accounting,60800,MGMT
Qualitative Methods In Political Science,60800,POL
Seminar On Contemporary China,60900,SOC
Microeconomics III,60900,ECON
Transnational & Social Movemts,60900,SOC
Seminar: Professionalism,60900,ANTH
"Race, Ethnicity, & Inequality",60900,SOC
Professionalism,60900,ANTH
"Crime, Law And Punishment",60900,SOC
Seminar In Criminology,60900,SOC
Information Design,60900,AD
Aging And The Family,60900,SOC
Legal Aspects Of American Education,60900,EDST
"Race, Ethnicity Immigration",60900,SOC
The Theory Of Microeconomics III,60900,ECON
Social Suffering,60900,ANTH
Seminar in External Reporting II,60900,MGMT
Food Lipids,60900,FS
Social Networks,60900,SOC
"Community, Identity & Culture",60900,SOC
"Race, Ethnicity And Img",60900,SOC
Constructionist Theory,60900,SOC
Seminar In Fiction Writing,60900,ENGL
Sociology Of Gender,60900,SOC
Seminar In Language Acquisition,60900,SLHS
Food Lipids,60900,NUTR
PR Theory,61000,COM
Global PR,61000,COM
Rhetoric & Politics,61000,COM
Global Public Relations,61000,COM
Nuclear Reactor Theory II,61000,NUCL
Seminar In Global PR,61000,COM
Advanced Theoretical Mechanics,61000,PHYS
Rhet Apprch To Issue Mgmt,61000,COM
Seminar In Recent Continental Philosophy,61000,PHIL
Clinical Training In Veterinary Clinical Sciences,61000,VCS
Seminar On Teaching Sociology,61000,SOC
History: Theory And Methods,61000,HIST
Visual Intelligence And Perception,61000,CGT
Rhet Approaches To Issue Mgmt,61000,COM
Advanced Chemical Engineering Thermodynamics,61000,CHE
Organizational Rhetoric,61000,COM
Seminar In Strategic PR Mgmt,61000,COM
Seminar Of Publics In PR,61000,COM
Financial Management,61000,MGMT
Advanced Poster Design,61000,AD
Advanced Game Theory,61000,ECON
School Counsel Practcm,61000,EDPS
Ultrastructural Pathology,61000,CPB
Energy Conversion,61000,ECE
Narrative Theory,61000,COM
Game Theory,61000,ECON
Supervision Of Instruction And Instructional Personnel,61000,EDST
Und Publics For Strat Com Mgmt,61000,COM
Strategic PR Mgmt,61000,COM
Boundary Layer Theory,61000,ME
Communication & Social Change,61000,COM
Regulation Of Eukaryotic Gene Expression,61000,BCHM
Sem Of Publics In Strategic PR,61000,COM
Multivariate Analysis In Organizational Research,61000,PSY
"Proseminar In American Political Systems, Processes, And Behavior",61000,POL
Macroeconomic Theory II,61100,ECON
School Counseling Seminar,61100,EDPS
Advanced Diagnostic Imaging,61100,VCS
Spc Tpcs Archlogy-Pilgrimage,61100,ANTH
Chromatin Biology And Chromosome Dynamics,61100,BCHM
Race Ethnicity Representation,61100,POL
History: Research Practicum,61100,HIST
Old English Language,61100,ENGL
Crystallography Of Macromolecules,61100,BIOL
Research Seminar In American Government And Politics,61100,POL
"Social Inequality: Class, Race, And Gender",61100,SOC
Toxicology Of Insecticides,61100,ENTM
Primary Care Of The Young Family,61100,NUR
Molecular Thermodynamics,61100,CHE
Advanced Web Design For Visual Communications Design,61100,AD
Principles Of Turbulence,61100,ME
Advanced Corporate Finance,61100,MGMT
Special Topics In Archaeology,61100,ANTH
Methods Of Applied Mathematics I,61100,MA
Quantitative Genetics,61100,AGRY
Applied Reactor Analysis,61200,NUCL
Ed Policy & Eng Lang Learners,61200,EDCI
Old English Literature,61200,ENGL
Advanced VLSI Devices,61200,ECE
"Rdg, Soc Imagination&Moral Dev",61200,EDCI
Heritage Language In Schools,61200,EDCI
Agricultural Production Economics I,61200,AGEC
Seminal Works In Literacy,61200,EDCI
Transformationl Ldrshp,61200,EDST
Literacy Resrch Methodologies,61200,EDCI
Macroeconomic Theory III,61200,ECON
Continuum Mechanics,61200,ME
HTM Management Challenge Analysis,61200,HTM
Com Inf & Adv Across Contexts,61200,COM
Bilingualism & Multilingualism,61200,EDCI
Seminar On Family Comm,61200,COM
Family Communication,61200,COM
Responsible Conduct Of Research,61200,GRAD
Color Aesthetic And Research,61200,AD
"Obesity: Behavior, Physiology And Policy",61200,NUTR
Transformational Leadership,61200,EDST
Advanced Morphologic Techniques,61200,CPB
Reading The Midwest,61300,EDCI
Introduction To Economics Of Risk,61300,AGEC
Statistical Approaches For Developmental And Family Researchers,61300,HDFS
Viscous Flow Theory,61300,AAE
Seminar In Language Arts,61300,EDCI
Teaching Bodies,61300,EDCI
Learning Environments,61300,EDST
Middle English Language,61300,ENGL
Topics In Microeconomics,61300,ECON
Advanced Engineering Acoustics,61300,ME
Teacher In Fiction And Film,61300,EDCI
Classical Text I,61300,THTR
Advanced Plant Pathology,61300,BTNY
Drawing,61300,AD
Computational Fluid Dynamics,61400,ME
Infectious Diseases,61400,CPB
Graduate Installation And Critique,61400,AD
Middle English Literature,61400,ENGL
Advanced Counseling Practicum,61400,EDPS
Economics Of Information,61400,ECON
Numerical Solution Of Ordinary Differential Equations,61400,CS
Classical Text II,61400,THTR
Investments,61400,MGMT
Inflammation,61400,CPB
Statistical And Econometric Methods I,61400,CE
Portfolio Management,61400,MGMT
Neoplasia And Teratology,61400,CPB
Literacy And Development Of Young Children,61400,EDCI
Educational Policy And Decision Making,61500,EDST
Principles Of NMR Spectroscopy,61500,CHM
Numerical Methods For Partial Differential Equations I,61500,CS
Social Issues In Industrial Design,61500,AD
Primary Care Of The Young Family Preceptorship,61500,NUR
Nonlinear Optics,61500,ECE
Numerical Methods For Partial Differential Equations I,61500,MA
Statistical And Econometric Methods II,61500,CE
Introduction To Psychobiology,61500,PSY
Advanced Insect Behavior,61500,ENTM
Introduction To Behavioral Neuroscience,61500,PSY
International Financial Management,61500,MGMT
Proseminar In Electoral Behavior And Political Socialization,61500,POL
Qualitative Research Methods In Education,61500,EDCI
A Reading Of Beowulf,61500,ENGL
Mathematical Analysis For Economists,61500,ECON
Pathways,61501,BCHM
Special Topics In Ingestive Behavior,61600,NUTR
Ultrafast Optics,61600,ECE
Advanced Qualitative Research Methods In Education,61600,EDCI
Special Topics In Ingestive Behavior,61600,FN
Analytical Techniques In Educational Management,61600,EDST
