"","Title","Number","Abbreviation","AvgWorkloadRating","AvgDifficultyRating","AvgUtilityRating"
"18609","Advanced Ecology Discussion",65200,"BIOL",0,0,0
"18610","Application Of Quantitative Analysis: Mathematical Programming",65200,"AGEC",0,0,0
"18611","Management Of New And Small Firms",65200,"MGMT",0,0,0
"18613","Euthanasia And Carcass Disposal",65200,"VCS",0,0,0
"18615","Advanced Evolution Discussion",65300,"BIOL",0,0,0
"18616","Food Microbiology",65300,"FS",0,0,0
"18617","Collaborative Learning",65300,"EDPS",0,0,0
"18618","Seminar In Career And Technical Education",65300,"EDCI",0,0,0
"18619","The Veterinarian's Role In Community Planning",65300,"VCS",0,0,0
"18620","Fracture Mechanics",65400,"AAE",0,0,0
"18621","Food Borne Illnesses",65400,"VCS",0,0,0
"18622","Solid State Devices II",65400,"ECE",0,0,0
"18623","Food Processing And Packaging",65400,"FS",0,0,0
"18624","Economic Dynamics",65400,"AGEC",0,0,0
"18625","Competitive Strategy",65500,"MGMT",0,0,0
"18626","Two-Phase Flow Computational Fluid Dynamics Applications",65500,"NUCL",0,0,0
"18627","GIS Applications In Veterinary Emergency Management",65500,"VCS",0,0,0
"18628","Computers And Cognition",65500,"EDPS",0,0,0
"18629","Advanced Cryptology",65500,"CS",0,0,0
"18630","Case Study",65500,"FS",0,0,0
"18631","Managing An Emergency",65600,"VCS",0,0,0
"18632","Advanced Process Control",65600,"CHE",0,0,0
"18633","Research Seminar In Human Factors",65600,"IE",0,0,0
"18634","Electronic Transport In Semiconductors",65600,"ECE",0,0,0
"18635","Fighting Words: Lit & Violence",65700,"ENGL",0,0,0
"18640","Geophysical Inverse Theory",65700,"EAS",0,0,0
"18644","Crime Scene Management",65700,"VCS",0,0,0
"18645","Manufacturing Strategy And Process Innovation",65700,"MGMT",0,0,0
"18646","Geophysical Inverse Theory",65700,"EAPS",0,0,0
"18649","MFA Project Research In Studio Arts",65800,"AD",0,0,0
"18650","Special Problems In Technology",65800,"THTR",0,0,0
"18651","Biometric Systems Interoperability: Applications And Challenges",65800,"IT",0,0,0
"18652","Radiological Events: Implications For Animal And Food Safety",65800,"VCS",0,0,0
"18653","Attachment Relationships",65800,"HDFS",0,0,0
"18654","Semiconductor Material And Device Characterization",65800,"ECE",0,0,0
"18655","Theoretical Techniques Of Elementary Particle Physics I",65800,"PHYS",0,0,0
"18656","Spanish Romanticism, 1785-1890",65900,"SPAN",0,0,0
"18657","Spectrality In Lit Of Quebe",65900,"FR",0,0,0
"18659","Lang Change And Tech Of Comm",65900,"GER",0,0,0
"18671","Business Continuity Management",65900,"VCS",0,0,0
"18675","Theoretical Techniques Of Elementary Particle Physics II",65900,"PHYS",0,0,0
"18676","Audiology Practice Management",65900,"SLHS",0,0,0
"18683","Quantum Phenomena In Semiconductors",65900,"ECE",0,0,0
"18685","Human Aspects In Computing",65900,"IE",0,0,0
"18689","Advanced Anesthesiology And Pain Management",66000,"VCS",0,0,0
"18690","Intestinal Microbiology And Immunology",66000,"FS",0,0,0
"18691","Quantum Mechanics I",66000,"PHYS",0,0,0
"18692","Prc Asmt&Tch D/I/M/E/S",66000,"EDPS",0,0,0
"18693","Scientific Writing",66000,"BTNY",0,0,0
"18694","Chemical Reaction Engineering",66000,"CHE",0,0,0
"18695","Introduction To Operations Management",66000,"MGMT",0,0,0
"18697","Learning Design And Technology Seminar",66000,"EDCI",0,0,0
"18698","Review And Implications Of Research In Special Education",66100,"EDPS",0,0,0
"18699","Jewelry and Metalsmithing",66100,"AD",0,0,0
"18700","Computer Vision",66100,"ECE",0,0,0
"18701","Formal Compiling Methods",66100,"CS",0,0,0
"18702","Management Of Operating Systems",66100,"MGMT",0,0,0
"18703","Inertial Confinement Fusion Technology",66100,"NUCL",0,0,0
"18704","Algorithms In Transportation",66100,"CE",0,0,0
"18705","Quantum Mechanics II",66100,"PHYS",0,0,0
"18706","Modern Differential Geometry",66100,"MA",0,0,0
"18707","Leadership",66200,"OBHR",0,0,0
"18708","Pattern Recognition And Decision-Making Processes",66200,"ECE",0,0,0
"18709","Pattern Recognition And Decision-Making Processes",66200,"CS",0,0,0
"18710","Quantum Field Theory I",66200,"PHYS",0,0,0
"18711","Seminar Methods And Professional Development I",66200,"BIOL",0,0,0
"18712","Catalysis",66200,"CHE",0,0,0
"18713","Membranes Structure, Function, Control",66300,"BCHM",0,0,0
"18714","Organization And Administration Of Special Education",66300,"EDST",0,0,0
"18715","Compiler Code Generation, Optimization, And Parallelization",66300,"ECE",0,0,0
"18716","Seminar Methods And Professional Development II",66300,"BIOL",0,0,0
"18717","Quantum Field Theory II",66300,"PHYS",0,0,0
"18718","Quantum Theory Of Many-Body Systems",66400,"PHYS",0,0,0
"18719","Vibrations Of Continuous Systems",66400,"ME",0,0,0
"18720","Seminar In Special Education",66400,"EDPS",0,0,0
"18721","Supply Chain Management",66400,"MGMT",0,0,0
"18723","Bioenergetics",66400,"BCHM",0,0,0
"18725","Formal Languages, Computability, And Complexity",66400,"ECE",0,0,0
"18726","Research Techniques And Proposal Development",66400,"PHPR",0,0,0
"18727","Philosophy Of Language",66500,"PHIL",0,0,0
"18728","Parsifal:Myth Medieval Culture",66500,"ENGL",0,0,0
"18729","Algebraic Geometry",66500,"MA",0,0,0
"18730","Collaboration And Transition Practices In Special Education",66500,"EDPS",0,0,0
"18732","Seminar On American Indian History",66500,"HIST",0,0,0
"18733","Printmaking",66500,"AD",0,0,0
"18736","Advanced Computer Systems",66600,"ECE",0,0,0
"18737","Nonlinear Dynamics, Systems, And Control",66600,"AAE",0,0,0
"18738","Methods In Catalysis",66600,"CHE",0,0,0
"18739","Poetics, Aesthetics",66700,"ENGL",0,0,0
"18742","International Operations Management",66700,"MGMT",0,0,0
"18743","Clinical Assessment I",66700,"PSY",0,0,0
"18744","Seminar In The Sociology Of Religion",66700,"SOC",0,0,0
"18745","Cultural Interpretation&Theory",66800,"ENGL",0,0,0
"18746","ExPhys Sem/Diabtes & Mscl Func",66800,"HK",0,0,0
"18748","MFA Project Research In Design",66800,"AD",0,0,0
"18752","Colloidal And Interfacial Phenomena",66800,"CHE",0,0,0
"18753","Clinical Assessment II",66800,"PSY",0,0,0
"18754","Special Problems In Design",66800,"THTR",0,0,0
"18755","Hybrid Systems: Theory And Analysis",66800,"AAE",0,0,0
"18757","Topics In Applied Economics",66800,"ECON",0,0,0
"18758","Negotiations In Organizations",66900,"OBHR",0,0,0
"18759","Ceramics",66900,"AD",0,0,0
"18760","Operations Management: Practice And Models",66900,"MGMT",0,0,0
"18761","Tutorial Internship For MFA",66900,"THTR",0,0,0
"18762","Principles And Techniques Of Psychotherapy",67000,"PSY",0,0,0
"18763","Advanced Topics In Manufacturing Engineering",67000,"IE",0,0,0
"18764","Business Analytics",67000,"MGMT",0,0,0
"18765","Modeling And Optimization Of High-Performance Interconnects",67000,"ECE",0,0,0
"18766","Adv Topics In Motor Control",67000,"HK",0,0,0
"18769","Probability And Statistics",67000,"ECON",0,0,0
"18770","Script Interpretation",67000,"THTR",0,0,0
"18772","Learning Design And Technology Integrated Project",67000,"EDCI",0,0,0
"18774","Textile Art",67000,"AD",0,0,0
"18776","Biochemical Toxicology",67100,"HSCI",0,0,0
"18777","Econometrics I",67100,"ECON",0,0,0
"18778","Behavior Of Metal Structures",67100,"CE",0,0,0
"18779","Advanced Physical Chemistry",67100,"CHM",0,0,0
"18780","Modern Theory And Criticism",67100,"THTR",0,0,0
"18781","Recptn,Gender,Race,Ethnic Lit",67200,"ENGL",0,0,0
"18782","Advanced Practices In Learning Systems Design",67200,"EDCI",0,0,0
"18783","Quantum Chemistry",67200,"CHM",0,0,0
"18784","Econometrics II",67200,"ECON",0,0,0
"18785","Advanced Business Analytics",67200,"MGMT",0,0,0
"18786","Psychology Of Behavior Disorders",67300,"PSY",0,0,0
"18787","Cult Std S & SE Asia",67300,"ENGL",0,0,0
"18791","Computational Quantum Chemistry",67300,"CHM",0,0,0
"18792","Issues And Methods In Learning Systems Design Research",67300,"EDCI",0,0,0
"18794","DNP Health Policy Residency",67300,"NUR",0,0,0
"18795","Distributed Computing Systems",67300,"ECE",0,0,0
"18796","Time Series Econometrics",67300,"ECON",0,0,0
"18799","Seminar In Language Testing",67400,"ENGL",0,0,0
"18800","Careers",67400,"COM",0,0,0
"18806","Seminar In Medical Sociology",67400,"SOC",0,0,0
"18808","Stress/Coping In Sprt/Exercise",67400,"HK",0,0,0
"18810","Microeconometrics",67400,"ECON",0,0,0
"18816","Computer And Communication Methods For Production Control",67400,"IE",0,0,0
"18817","Advanced Instructional Design Theory",67400,"EDCI",0,0,0
"18820","Bridge Engineering",67401,"CE",0,0,0
"18821","Role Transition And Synthesis",67500,"NUR",0,0,0
"18822","Finite Element Analysis",67500,"CE",0,0,0
"18823","Sculpture",67500,"AD",0,0,0
"18824","Design And Analysis Of Public Health Interventions",67500,"HK",0,0,0
"18825","Chemical Kinetics",67500,"CHM",0,0,0
"18826","Instructional Strategies",67500,"EDCI",0,0,0
"18827","Introduction To Analysis Of Nonlinear Systems",67500,"ECE",0,0,0
"18828","Multivariable Control System Designs",67500,"ME",0,0,0
"18830","Advanced Signals And Systems For Satellite Navigation",67500,"AAE",0,0,0
"18831","General Relativity",67500,"PHYS",0,0,0
"18832","Risk Communication",67600,"COM",0,0,0
"18834","Behavior Of Reinforced Concrete Members",67600,"CE",0,0,0
"18836","Theoretical Foundations Of Health Behavior",67600,"HK",0,0,0
"18839","Academic Oral Communication For International Research Students",67600,"ECE",0,0,0
"18840","Molecular Spectroscopy",67605,"CHM",0,0,0
"18841","Communication Aspects Of Academic Research",67700,"ECE",0,0,0
"18842","Transatlantic Women Modernists",67700,"ENGL",0,0,0
"18843","Nonlinear Feedback Controller Design",67700,"ME",0,0,0
"18844","Research Seminar On Aging And The Life Course",67700,"SOC",0,0,0
"18845","Seminar In Quantitative Methods In Management Research",67700,"MGMT",0,0,0
"18846","Working Class Lit",67800,"ENGL",0,0,0
"18848","Clinical Ethics",67800,"PSY",0,0,0
"18851","Motivational Processes In Sport And Exercise",67800,"HK",0,0,0
"18852","Externship In Marriage And Family Therapy",67800,"HDFS",0,0,0
"18853","Healthcare Economics And Finance",67800,"NUR",0,0,0
"18854","Graduate Internship",67800,"AD",0,0,0
"18857","Radar Engineering",67800,"ECE",0,0,0
"18859","Audiology Educational Externship",67800,"SLHS",0,0,0
"18860","Externship In Marriage And Family Therapy",67800,"CDFS",0,0,0
"18861","L2 Materials Design",67900,"GER",0,0,0
"18863","Discourse& Discourse Markers",67900,"FR",0,0,0
"18865","L2 Materials Design",67900,"SPAN",0,0,0
"18867","Language And Code-Switching",67900,"JPNS",0,0,0
"18871","Networks & Linguistic Analysis",67900,"LC",0,0,0
"18880","Adv Clinical Pract",67900,"PSY",0,0,0
"18883","Forest Resources Seminar",67900,"FNR",0,0,0
"18913","Advanced Digital Communications",67900,"ECE",0,0,0
"18921","Materials Dev In Lang Teaching",67900,"FLL",0,0,0
"18936","Chemical Thermodynamics",67900,"CHM",0,0,0
"18950","Brit Fict: Postcolonial Ecolgs",67900,"ENGL",0,0,0
"18960","Advanced Clinical Practice In Audiology",67900,"SLHS",0,0,0
"18978","Gender Rhet & Body",68000,"ENGL",0,0,0
"18979","Feminist Theory & Methods",68000,"WGSS",0,0,0
"18981","Spec Tpcs In Pathlogy Educ II",68000,"CPB",0,0,0
"18991","Advanced Simulation Design And Analysis",68000,"IE",0,0,0
"18993","Seminar In Philosophy",68000,"PHIL",0,0,0
"18999","Intro To Organizational Psych",68000,"PSY",0,0,0
"19023","DNP Residency: Direct Practice/Systems Management I",68000,"NUR",0,0,0
"19032","Contaminant Hydrogeology",68000,"EAPS",0,0,0
"19036","Bioseparations And Bioprocess Engineering:Principles, Practice And Economics",68000,"ABE",0,0,0
"19043","Bifurcations And Chaos",68000,"ME",0,0,0
"19046","Advanced Social Research Methods",68000,"SOC",0,0,0
"19055","Modern Automatic Control",68000,"ECE",0,0,0
"19082","Feminist Theory & Methods",68000,"WOST",0,0,0
"19085","Engineering Properties Of Soils",68100,"CE",0,0,0
"19086","Finite And Boundary Element Methods",68100,"ME",0,0,0
"19087","Recptn,Gender,Race,Ethnic Lit",68100,"WOST",0,0,0
"19088","Research Design For Social Scientists",68100,"YDAE",0,0,0
"19090","Sem Res Mthd Ind/Org Psy I",68100,"PSY",0,0,0
"19091","Contemporary Issues In Feminist Scholarship",68100,"WGSS",0,0,0
"19092","Selected Problems Of Social Research",68100,"SOC",0,0,0
"19093","Hutton Lectures In Rhetoric And Composition",68100,"ENGL",0,0,0
"19099","Consumption Theories",68100,"CSR",0,0,0
"19102","Seminar In Hotel Management Research",68100,"HTM",0,0,0
"19103","DNP Cognate Residency: Direct Practice/Systems Management II",68100,"NUR",0,0,0
"19109","Animal Sciences Graduate Seminar",68100,"ANSC",0,0,0
"19111","Managing Behavior In Organizations",68100,"OBHR",0,0,0
"19114","Ground Water And Seepage",68200,"CE",0,0,0
"19115","ANOVA & Regression",68200,"COM",0,0,0
"19116","Justice Ethics&Humanitarianism",68200,"PSY",0,0,0
"19120","Analytical Tools For Consumer Economists",68200,"CSR",0,0,0
"19121","Issues In Feminist Research And Methodology",68200,"WOST",0,0,0
"19122","Contemporary Curriculum Theory",68200,"EDCI",0,0,0
"19124","Issues In Feminist Research And Methodology",68200,"WGSS",0,0,0
"19129","Individual Behavior In Organizations",68300,"OBHR",0,0,0
"19130","Studies In Continental Rationalism",68300,"PHIL",0,0,0
"19131","DNP Cognate Residency: Public Health/Homeland Security Practice I",68300,"NUR",0,0,0
"19132","Principles Of Information Systems",68300,"MGMT",0,0,0
"19133","Multilevl Theo Measurmnt&Anlys",68300,"PSY",0,0,0
"19135","Res/Wrtg For Equity&Diversity",68400,"EDCI",0,0,0
"19136","Research In Human Resource Management",68400,"OBHR",0,0,0
"19138","Food Science Seminar",68400,"FS",0,0,0
"19141","Class Field Theory",68400,"MA",0,0,0
"19142","Studies In British Empiricism",68400,"PHIL",0,0,0
"19145","Geological Engineering",68400,"CE",0,0,0
"19147","DNP Cognate Residence: Public Health/Homeland Security Practice II",68500,"NUR",0,0,0
"19148","Seminar Media & Child Dev",68500,"HDFS",0,0,0
"19150","Educational Methods In Engineering",68500,"ENE",0,0,0
"19152","Interventions Health Problems",68500,"CDFS",0,0,0
"19156","Educational Methods In Engineering",68500,"CHE",0,0,0
"19157","Global Issues In Education",68500,"EDCI",0,0,0
"19162","Rock Mechanics",68500,"CE",0,0,0
"19163","The Philosophy Of Kant",68500,"PHIL",0,0,0
"19164","Experimental Economics I",68500,"ECON",0,0,0
"19165","Underground Construction",68600,"CE",0,0,0
"19166","Qualitative Methods",68600,"SOC",0,0,0
"19167","Experimental Economics II",68600,"ECON",0,0,0
"19168","Design For Instincts: Social Networks and Engagements",68700,"MGMT",0,0,0
"19169","Public Health Administration",68700,"HK",0,0,0
"19170","Laser Diagnostics For Reacting Flows",68700,"ME",0,0,0
"19171","Doctor Of Nursing Practice (DNP) Practice Inquiry: Evidence-Based Practice I",68700,"NUR",0,0,0
"19172","Developing A Global Business Strategy",68800,"MGMT",0,0,0
"19173","Single Subject Research Design",68800,"EDPS",0,0,0
"19174","Intern Mar & Fam Ther",68800,"CDFS",0,0,0
"19175","Internship For Marriage & Family Therapy",68800,"HDFS",0,0,0
"19176","Discourse& Discourse Markers",68900,"LING",0,0,0
"19178","CSE Seminar",68900,"GRAD",0,0,0
"19199","Doctor Of Nursing Practice (DNP) Practice Inquiry: Evidence-Based Practice II",68900,"NUR",0,0,0
"19202","Adaptive Control",68900,"ME",0,0,0
"19207","Plasticity Theory",68901,"CE",0,0,0
"19208","Dynamic Effect Analysis",69000,"CS",0,0,0
"19209","Supply Chain In Korea",69000,"MGMT",0,0,0
"19210","Quant Analysis MS Project",69000,"AGEC",0,0,0
"19213","Grobner Bases In Comm Alg",69000,"MA",0,0,0
"19214","Economics Internship",69000,"ECON",0,0,0
"19215","Intro To Research Publishing",69000,"TECH",0,0,0
"19219","Performance Mgmt & Coaching",69000,"OBHR",0,0,0
"19222","Hlth Physics",69000,"HSCI",0,0,0
"19227","Experiment On MDN Motion Event",69000,"LING",0,0,0
"19231","Adv Presentation Techniques",69000,"AD",0,0,0
"19232","Consumer And Technology",69000,"CSR",0,0,0
"19234","Service Engineering",69000,"IE",0,0,0
"19239","ERP And Aging II",69000,"SLHS",0,0,0
"19247","Adv Sigls & Syst For Satl Nav",69000,"AAE",0,0,0
"19275","Aspct Drg Des&Med Chem",69000,"MCMP",0,0,0
"19285","MS Special Project",69000,"PHAD",0,0,0
"19290","Artificial Intel/Enrgy Data",69000,"PSY",0,0,0
"19311","Polysaccharide Analysis",69000,"FS",0,0,0
"19339","Clin Exper In Ambul Care Pharm",69000,"CLPH",0,0,0
"19350","Pharmaceutical Biotechnology",69000,"IPPH",0,0,0
"19403","Interdepartmental Nutrition Program Grant Writing",69000,"FN",0,0,0
"19433","HK PhD Seminar -Part II",69000,"HK",0,0,0
"19474","Seminar In Biomedical Engineering",69000,"BME",0,0,0
"19503","Internship In Second Language Studies/ESL",69000,"ENGL",0,0,0
"19551","Random Vibrations",69000,"ME",0,0,0
"19554","Special Problems",69000,"NUPH",0,0,0
"19558","Seminar In Engineering Education",69000,"ENE",0,0,0
"19610","Seminar In Materials Engineering",69000,"MSE",0,0,0
"19623","Seminar In Biochemistry",69000,"BCHM",0,0,0
"19640","Seminar",69000,"ENTM",0,0,0
"19687","Seminar",69000,"STAT",0,0,0
"19727","Departmental Seminar",69000,"BTNY",0,0,0
"19753","Seminar In Chemical Engineering",69000,"CHE",0,0,0
"19792","Hospitality And Tourism Research Problems",69000,"HTM",0,0,0
"19809","Directed Research In HDFS",69000,"HDFS",0,0,0
"19929","Interdepartmental Nutrition Program Grant Writing",69000,"NUTR",0,0,0
"19972","Topical Research In Horticulture",69000,"HORT",0,0,0
"19975","Architecture Virtual Environmt",69100,"AD",0,0,0
"19976","Animal Models Of Feedng Beh",69100,"PSY",0,0,0
"19978","Indvl-based Modeling&Ecology",69100,"FNR",0,0,0
"19980","Consumer Perceptn COOL Seafood",69100,"AGEC",0,0,0
"19984","Probiotics In Anml Welfare Res",69100,"ANSC",0,0,0
"19986","Biomass-To-Biofuel Pathways",69100,"ABE",0,0,0
"19987","CE Sem- Construction",69100,"CE",0,0,0
"19996","MCMC For MKT Models",69100,"MGMT",0,0,0
"19998","Topics In Logic",69100,"MA",0,0,0
"20005","Post Harvest Entomology",69100,"ENTM",0,0,0
"20010","Biological Research Methods",69100,"BIOL",0,0,0
"20015","Seminar In Earth Science",69100,"EAS",0,0,0
"20020","Seminar In Veterinary Pathology",69100,"CPB",0,0,0
"20034","Probability Seminar",69100,"STAT",0,0,0
"20036","Mechanical Engineering Graduate Seminar",69100,"ME",0,0,0
"20043","Seminar In Earth Science",69100,"EAPS",0,0,0
"20058","Stratgc Hu Capit Mgmt Gen Mgrs",69100,"OBHR",0,0,0
"20063","Professional Practice Graduate Co-Op I",69199,"ENGR",0,0,0
